frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m,llm_verified_step,llm_verified_name,llm_confidence,llm_reason
149,13.985,2026-09-16T13:46:05.660222Z,15.9,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.0,CLOSED,-0.712,-0.229,1.2,-0.713,-1.147,2.125,127.4,146.2,-55.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
150,14.04,2026-09-16T13:46:05.714949Z,12.8,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.0,CLOSED,-0.711,-0.228,1.2,-0.712,-1.146,2.126,128.5,147.2,-56.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
151,14.172,2026-09-16T13:46:05.846824Z,12.7,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.0,CLOSED,-0.71,-0.226,1.2,-0.71,-1.145,2.127,128.9,147.6,-57.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
152,14.252,2026-09-16T13:46:05.927129Z,9.0,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.0,CLOSED,-0.708,-0.226,1.2,-0.709,-1.145,2.126,128.1,147.8,-57.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
153,14.303,2026-09-16T13:46:05.978070Z,13.2,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.0,CLOSED,-0.707,-0.227,1.2,-0.708,-1.146,2.126,128.0,148.0,-57.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
154,14.374,2026-09-16T13:46:06.049645Z,15.9,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.0,CLOSED,-0.707,-0.226,1.2,-0.707,-1.147,2.125,128.2,148.2,-57.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
155,14.432,2026-09-16T13:46:06.106854Z,15.9,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.0,CLOSED,-0.707,-0.226,1.2,-0.708,-1.147,2.125,128.5,149.2,-58.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
156,14.496,2026-09-16T13:46:06.171610Z,16.3,2,OBJECT_EXTRACTED,RETURNING YELLOW BOX INTO BOX,NONE,Object extracted. Next step: Please return the object into the box.,18.8,CLOSED,-0.709,-0.228,1.2,-0.709,-1.148,2.125,129.6,149.6,-58.2,0,-0.384,-1.237,2.073,512.1,125.0,672.5,319.2,-0.384,-1.237,2.073,560.2,197.1,624.4,247.1,DOCKED,1,0.341,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
157,14.56,2026-09-16T13:46:06.235533Z,16.1,2,OBJECT_EXTRACTED,RETURNING YELLOW BOX INTO BOX,NONE,Object extracted. Next step: Please return the object into the box.,32.8,OPEN,-0.709,-0.227,1.2,-0.71,-1.149,2.124,129.4,149.6,-58.2,0,-0.383,-1.237,2.073,512.3,125.3,672.8,319.3,-0.383,-1.237,2.073,560.5,197.3,624.7,247.3,DOCKED,1,0.342,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
158,14.649,2026-09-16T13:46:06.324764Z,12.8,2,OBJECT_EXTRACTED,RETURNING YELLOW BOX INTO BOX,NONE,Object extracted. Next step: Please return the object into the box.,43.4,OPEN,-0.709,-0.227,1.2,-0.71,-1.148,2.124,129.5,149.1,-58.5,0,-0.383,-1.237,2.074,512.5,126.1,673.1,319.1,-0.383,-1.237,2.074,560.7,197.6,624.9,247.6,DOCKED,1,0.342,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
159,14.717,2026-09-16T13:46:06.392105Z,12.8,2,OBJECT_EXTRACTED,RETURNING YELLOW BOX INTO BOX,NONE,Object extracted. Next step: Please return the object into the box.,51.3,OPEN,-0.705,-0.224,1.2,-0.708,-1.147,2.125,128.7,149.7,-59.7,0,-0.383,-1.237,2.074,513.1,125.1,673.3,319.6,-0.383,-1.237,2.074,561.2,197.4,625.3,247.4,DOCKED,1,0.341,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
160,14.774,2026-09-16T13:46:06.448902Z,16.2,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,38.5,OPEN,-0.705,-0.224,1.2,-0.705,-1.145,2.126,129.0,149.4,-59.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
161,14.859,2026-09-16T13:46:06.534318Z,16.2,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,28.8,OPEN,-0.707,-0.225,1.2,-0.706,-1.145,2.126,129.3,148.9,-59.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
162,14.933,2026-09-16T13:46:06.608251Z,12.7,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,21.6,OPEN,-0.709,-0.227,1.2,-0.709,-1.147,2.125,129.5,148.0,-59.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
163,14.997,2026-09-16T13:46:06.672236Z,12.9,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,16.2,CLOSED,-0.712,-0.233,1.2,-0.712,-1.151,2.123,130.5,147.9,-59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
164,15.051,2026-09-16T13:46:06.726229Z,16.1,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,12.2,CLOSED,-0.716,-0.241,1.2,-0.716,-1.158,2.119,131.8,146.8,-58.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
165,15.113,2026-09-16T13:46:06.788684Z,15.8,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,9.1,CLOSED,-0.718,-0.245,1.2,-0.719,-1.165,2.115,130.5,145.4,-57.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
166,15.194,2026-09-16T13:46:06.869633Z,12.7,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,6.8,CLOSED,-0.718,-0.247,1.2,-0.72,-1.168,2.113,129.6,145.9,-58.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
167,15.257,2026-09-16T13:46:06.931807Z,16.2,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,5.1,CLOSED,-0.72,-0.252,1.2,-0.721,-1.17,2.112,130.0,144.6,-58.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
168,15.323,2026-09-16T13:46:06.998151Z,16.2,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,3.8,CLOSED,-0.715,-0.256,1.2,-0.719,-1.174,2.11,126.0,144.6,-58.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
169,15.382,2026-09-16T13:46:07.057002Z,16.1,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,2.9,CLOSED,-0.716,-0.261,1.2,-0.716,-1.177,2.108,123.8,144.0,-58.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
170,15.451,2026-09-16T13:46:07.125846Z,16.4,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,2.2,CLOSED,-0.711,-0.263,1.2,-0.715,-1.181,2.106,119.2,144.5,-58.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
171,15.517,2026-09-16T13:46:07.191988Z,13.1,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,1.6,CLOSED,-0.713,-0.267,1.2,-0.712,-1.183,2.104,117.8,144.6,-58.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
172,15.588,2026-09-16T13:46:07.263316Z,16.0,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,1.2,CLOSED,-0.714,-0.271,1.2,-0.715,-1.187,2.102,114.8,144.5,-58.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
173,15.641,2026-09-16T13:46:07.315839Z,16.1,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.9,CLOSED,-0.711,-0.274,1.2,-0.715,-1.189,2.101,112.1,144.5,-59.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
174,15.705,2026-09-16T13:46:07.379850Z,16.1,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.7,CLOSED,-0.704,-0.274,1.2,-0.709,-1.191,2.1,107.6,144.8,-60.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
175,15.765,2026-09-16T13:46:07.440354Z,15.9,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.5,CLOSED,-0.695,-0.271,1.2,-0.699,-1.189,2.101,106.3,146.5,-62.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
176,15.831,2026-09-16T13:46:07.506140Z,16.1,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.4,CLOSED,-0.698,-0.281,1.2,-0.695,-1.191,2.1,95.6,144.6,-62.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
177,15.889,2026-09-16T13:46:07.563963Z,16.0,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.3,CLOSED,-0.695,-0.279,1.2,-0.697,-1.196,2.097,97.9,146.4,-64.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
178,15.953,2026-09-16T13:46:07.628492Z,16.2,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.2,CLOSED,-0.683,-0.27,1.2,-0.689,-1.189,2.101,103.5,148.4,-66.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
179,16.023,2026-09-16T13:46:07.697849Z,15.9,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.2,CLOSED,-0.679,-0.267,1.2,-0.679,-1.181,2.106,106.5,149.2,-67.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
180,16.11,2026-09-16T13:46:07.785273Z,16.3,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.1,CLOSED,-0.676,-0.256,1.2,-0.676,-1.175,2.109,111.8,151.2,-68.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
181,16.21,2026-09-16T13:46:07.884900Z,7.9,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.1,CLOSED,-0.678,-0.258,1.2,-0.675,-1.169,2.112,111.7,150.9,-68.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
182,16.266,2026-09-16T13:46:07.941662Z,16.1,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.1,CLOSED,-0.675,-0.261,1.2,-0.676,-1.175,2.109,109.7,150.3,-69.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
183,16.339,2026-09-16T13:46:08.014448Z,15.9,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.1,CLOSED,-0.675,-0.261,1.2,-0.674,-1.178,2.107,107.8,149.7,-69.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
184,16.405,2026-09-16T13:46:08.080741Z,13.1,2,OBJECT_EXTRACTED,HOLDING RED BOX,NONE,Object extracted. Next step: Please return the object into the box.,0.0,CLOSED,-0.682,-0.264,1.2,-0.679,-1.181,2.106,108.3,148.8,-67.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
185,16.471,2026-09-16T13:46:08.146321Z,16.4,2,OBJECT_EXTRACTED,RETURNING YELLOW BOX INTO BOX,NONE,Object extracted. Next step: Please return the object into the box.,12.9,CLOSED,-0.682,-0.263,1.2,-0.684,-1.182,2.105,108.8,147.8,-67.0,0,-0.632,-1.255,2.063,230.7,57.3,477.2,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
186,16.534,2026-09-16T13:46:08.208797Z,15.8,2,OBJECT_EXTRACTED,GRASPING COMPONENT BOX,NONE,Object extracted. Next step: Please return the object into the box.,21.6,OPEN,-0.682,-0.263,1.2,-0.684,-1.181,2.106,110.2,149.1,-67.5,0,-0.633,-1.252,2.065,230.4,65.4,476.2,347.1,-0.633,-1.252,2.065,304.1,171.0,402.5,241.5,GRASPED,1,0.096,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
187,16.605,2026-09-16T13:46:08.280515Z,16.4,2,OBJECT_EXTRACTED,GRASPING COMPONENT BOX,NONE,Object extracted. Next step: Please return the object into the box.,28.2,OPEN,-0.681,-0.263,1.2,-0.683,-1.181,2.106,113.1,150.6,-68.5,0,-0.633,-1.25,2.066,228.5,61.6,478.0,354.7,-0.633,-1.25,2.066,303.3,171.5,403.2,244.8,GRASPED,1,0.094,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
188,16.672,2026-09-16T13:46:08.346819Z,12.9,2,OBJECT_EXTRACTED,GRASPING COMPONENT BOX,NONE,Object extracted. Next step: Please return the object into the box.,32.7,OPEN,-0.682,-0.262,1.2,-0.683,-1.18,2.106,114.2,150.3,-68.3,0,-0.634,-1.25,2.066,228.9,64.5,476.8,351.9,-0.634,-1.25,2.066,303.3,172.3,402.4,244.1,GRASPED,1,0.094,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
189,16.756,2026-09-16T13:46:08.431556Z,15.9,2,OBJECT_EXTRACTED,GRASPING COMPONENT BOX,NONE,Object extracted. Next step: Please return the object into the box.,36.0,OPEN,-0.685,-0.265,1.2,-0.685,-1.181,2.106,116.7,151.7,-68.6,0,-0.634,-1.25,2.066,228.0,62.3,477.3,353.0,-0.634,-1.25,2.066,302.8,171.3,402.5,244.0,GRASPED,1,0.095,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
190,16.828,2026-09-16T13:46:08.503756Z,10.6,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,38.5,OPEN,-0.688,-0.267,1.2,-0.69,-1.184,2.104,114.6,150.5,-67.6,0,-0.634,-1.253,2.065,228.0,59.1,477.3,351.2,-0.634,-1.253,2.065,302.8,168.7,402.5,241.7,GRASPED,1,0.097,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
191,16.912,2026-09-16T13:46:08.587076Z,15.3,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,40.9,OPEN,-0.689,-0.267,1.2,-0.69,-1.182,2.105,114.8,150.5,-67.2,0,-0.634,-1.254,2.064,228.3,55.6,476.7,350.9,-0.634,-1.254,2.064,302.8,166.4,402.2,240.2,GRASPED,1,0.1,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
192,17.007,2026-09-16T13:46:08.682236Z,11.0,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,42.5,OPEN,-0.69,-0.266,1.2,-0.689,-1.18,2.106,114.8,149.7,-67.1,0,-0.634,-1.254,2.064,227.4,54.2,477.4,352.7,-0.634,-1.254,2.064,302.4,166.1,402.4,240.8,GRASPED,1,0.101,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
193,17.081,2026-09-16T13:46:08.755935Z,10.8,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,43.9,OPEN,-0.69,-0.262,1.2,-0.688,-1.177,2.108,115.5,148.1,-67.3,0,-0.633,-1.255,2.063,227.4,53.4,479.7,352.2,-0.633,-1.255,2.063,303.1,165.4,404.0,240.1,GRASPED,1,0.105,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
194,17.138,2026-09-16T13:46:08.813585Z,16.1,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,44.8,OPEN,-0.688,-0.26,1.2,-0.686,-1.173,2.11,112.6,146.3,-66.6,0,-0.632,-1.255,2.063,229.6,54.2,479.4,350.3,-0.632,-1.255,2.063,304.5,165.2,404.5,239.3,GRASPED,1,0.109,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
195,17.202,2026-09-16T13:46:08.877483Z,16.1,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,46.0,OPEN,-0.687,-0.261,1.2,-0.685,-1.173,2.111,110.8,146.0,-66.5,0,-0.63,-1.258,2.062,231.1,49.1,481.0,350.0,-0.63,-1.258,2.062,306.0,162.0,406.0,237.2,GRASPED,1,0.112,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
196,17.317,2026-09-16T13:46:08.992259Z,11.2,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,47.6,OPEN,-0.685,-0.262,1.2,-0.683,-1.174,2.11,112.2,148.1,-67.8,0,-0.63,-1.26,2.06,231.2,42.1,481.7,350.8,-0.63,-1.26,2.06,306.4,157.9,406.6,235.0,GRASPED,1,0.113,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
197,17.412,2026-09-16T13:46:09.087270Z,10.3,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,48.0,OPEN,-0.685,-0.263,1.2,-0.684,-1.176,2.109,111.1,148.9,-67.7,0,-0.63,-1.26,2.06,231.6,46.5,481.3,346.5,-0.63,-1.26,2.06,306.5,159.0,406.4,234.0,GRASPED,1,0.112,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
198,17.498,2026-09-16T13:46:09.173089Z,10.7,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,47.9,OPEN,-0.685,-0.262,1.2,-0.684,-1.176,2.108,109.3,148.6,-67.0,0,-0.629,-1.26,2.06,232.0,48.5,482.3,346.3,-0.629,-1.26,2.06,307.1,160.2,407.2,234.6,GRASPED,1,0.111,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
199,17.582,2026-09-16T13:46:09.256950Z,12.7,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,48.8,OPEN,-0.686,-0.265,1.2,-0.686,-1.178,2.108,109.9,148.0,-66.9,0,-0.629,-1.262,2.059,232.3,39.3,482.4,350.6,-0.629,-1.262,2.059,307.3,156.0,407.3,233.9,GRASPED,1,0.113,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
200,17.672,2026-09-16T13:46:09.347292Z,10.8,3,OBJECT_RETURNED,HOLDING RED BOX,NONE,Object returned. Next step: Please close the box.,36.6,OPEN,-0.687,-0.269,1.2,-0.688,-1.182,2.106,109.0,148.2,-67.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
201,17.764,2026-09-16T13:46:09.439163Z,11.0,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,41.1,OPEN,-0.689,-0.275,1.2,-0.689,-1.186,2.103,107.7,147.9,-66.9,0,-0.629,-1.266,2.057,232.6,34.4,482.3,345.2,-0.629,-1.266,2.057,307.5,150.9,407.4,228.6,GRASPED,1,0.111,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
202,17.853,2026-09-16T13:46:09.528395Z,12.8,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,44.2,OPEN,-0.69,-0.277,1.2,-0.691,-1.19,2.101,102.5,145.9,-65.2,0,-0.628,-1.268,2.056,233.1,35.8,482.4,340.6,-0.628,-1.268,2.056,307.9,150.1,407.6,226.3,GRASPED,1,0.109,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
203,17.934,2026-09-16T13:46:09.609405Z,10.6,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,45.0,OPEN,-0.69,-0.281,1.2,-0.691,-1.193,2.099,96.3,143.5,-63.4,0,-0.629,-1.271,2.054,232.8,43.1,481.6,326.5,-0.629,-1.271,2.054,307.4,149.4,407.0,220.2,GRASPED,1,0.11,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
204,18.009,2026-09-16T13:46:09.684139Z,12.9,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,45.1,OPEN,-0.69,-0.286,1.2,-0.691,-1.196,2.097,90.8,142.3,-62.5,0,-0.63,-1.274,2.052,231.6,45.5,481.3,318.0,-0.63,-1.274,2.052,306.5,147.7,406.4,215.8,GRASPED,1,0.108,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
205,18.101,2026-09-16T13:46:09.776466Z,12.6,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,45.1,OPEN,-0.689,-0.289,1.2,-0.69,-1.199,2.096,83.8,141.3,-61.2,0,-0.631,-1.273,2.053,230.4,45.4,480.7,319.4,-0.631,-1.273,2.053,305.5,148.2,405.6,216.7,GRASPED,1,0.105,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
206,18.182,2026-09-16T13:46:09.857202Z,11.0,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,45.1,OPEN,-0.685,-0.294,1.2,-0.687,-1.201,2.094,78.4,141.5,-60.3,0,-0.631,-1.275,2.052,229.8,44.9,480.5,315.8,-0.631,-1.275,2.052,305.0,146.5,405.3,214.2,GRASPED,1,0.102,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
