frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m,llm_verified_step,llm_verified_name,llm_confidence,llm_reason
207,18.253,2026-09-16T13:46:09.928508Z,12.9,3,OBJECT_RETURNED,HOLDING RED BOX,NONE,Object returned. Next step: Please close the box.,33.9,OPEN,-0.686,-0.297,1.2,-0.684,-1.205,2.092,77.2,140.9,-62.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
208,18.337,2026-09-16T13:46:10.012215Z,12.9,3,OBJECT_RETURNED,GRASPING COMPONENT BOX,NONE,Object returned. Next step: Please close the box.,36.1,OPEN,-0.689,-0.305,1.2,-0.687,-1.209,2.09,69.4,140.2,-61.3,0,-0.634,-1.274,2.052,227.0,48.2,476.9,313.8,-0.634,-1.274,2.052,302.0,147.8,402.0,214.2,GRASPED,1,0.092,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
209,18.426,2026-09-16T13:46:10.101134Z,12.9,3,OBJECT_RETURNED,HOLDING RED BOX,NONE,Object returned. Next step: Please close the box.,27.1,OPEN,-0.694,-0.309,1.2,-0.691,-1.215,2.086,61.1,139.1,-60.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
210,18.522,2026-09-16T13:46:10.197506Z,10.7,3,OBJECT_RETURNED,HOLDING RED BOX,NONE,Object returned. Next step: Please close the box.,20.3,OPEN,-0.701,-0.316,1.2,-0.7,-1.22,2.084,56.7,138.5,-57.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
211,18.638,2026-09-16T13:46:10.312788Z,8.1,3,OBJECT_RETURNED,HOLDING RED BOX,NONE,Object returned. Next step: Please close the box.,15.2,CLOSED,-0.707,-0.317,1.2,-0.704,-1.223,2.082,57.0,136.6,-57.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
212,18.737,2026-09-16T13:46:10.412240Z,10.6,3,OBJECT_RETURNED,HOLDING RED BOX,NONE,Object returned. Next step: Please close the box.,11.4,CLOSED,-0.712,-0.317,1.2,-0.707,-1.222,2.083,61.4,136.3,-59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
213,18.811,2026-09-16T13:46:10.486513Z,10.6,3,OBJECT_RETURNED,HOLDING RED BOX,NONE,Object returned. Next step: Please close the box.,8.6,CLOSED,-0.717,-0.301,1.2,-0.712,-1.216,2.086,99.5,136.4,-56.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
214,18.888,2026-09-16T13:46:10.562925Z,12.8,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,6.4,CLOSED,-0.7,-0.265,1.2,-0.707,-1.189,2.102,117.4,143.3,-62.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
215,18.956,2026-09-16T13:46:10.631615Z,12.6,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,4.8,CLOSED,-0.7,-0.278,1.2,-0.692,-1.171,2.111,108.2,145.0,-63.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
216,19.032,2026-09-16T13:46:10.707501Z,17.0,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,3.6,CLOSED,-0.696,-0.283,1.2,-0.693,-1.189,2.101,106.8,145.4,-65.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
217,19.089,2026-09-16T13:46:10.764130Z,12.8,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,2.7,CLOSED,-0.689,-0.282,1.2,-0.688,-1.196,2.097,99.2,142.3,-62.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
218,19.159,2026-09-16T13:46:10.833872Z,16.0,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,2.0,CLOSED,-0.69,-0.284,1.2,-0.684,-1.197,2.097,93.4,143.4,-62.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
219,19.214,2026-09-16T13:46:10.889096Z,16.1,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,1.5,CLOSED,-0.696,-0.29,1.2,-0.69,-1.201,2.095,84.8,141.9,-61.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
220,19.278,2026-09-16T13:46:10.952820Z,15.9,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,1.1,CLOSED,-0.694,-0.289,1.2,-0.695,-1.204,2.093,86.8,142.2,-60.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
221,19.343,2026-09-16T13:46:11.018574Z,16.0,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.9,CLOSED,-0.686,-0.3,1.2,-0.689,-1.208,2.09,70.7,140.9,-60.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
222,19.405,2026-09-16T13:46:11.080023Z,16.1,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.6,CLOSED,-0.692,-0.304,1.2,-0.686,-1.216,2.086,68.7,141.6,-59.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
223,19.475,2026-09-16T13:46:11.149967Z,16.2,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.5,CLOSED,-0.691,-0.305,1.2,-0.691,-1.218,2.084,62.5,140.5,-60.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
224,19.526,2026-09-16T13:46:11.201645Z,15.9,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.4,CLOSED,-0.689,-0.309,1.2,-0.69,-1.219,2.084,58.0,142.1,-60.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
225,19.591,2026-09-16T13:46:11.266431Z,16.0,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.3,CLOSED,-0.69,-0.311,1.2,-0.688,-1.222,2.082,58.0,143.7,-61.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
226,19.673,2026-09-16T13:46:11.347865Z,12.8,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.2,CLOSED,-0.689,-0.314,1.2,-0.689,-1.225,2.081,55.6,143.2,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
227,19.782,2026-09-16T13:46:11.457233Z,12.7,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.2,CLOSED,-0.691,-0.318,1.2,-0.69,-1.228,2.079,50.7,144.0,-60.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
228,19.87,2026-09-16T13:46:11.545753Z,10.8,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.1,CLOSED,-0.691,-0.322,1.2,-0.691,-1.232,2.077,45.8,143.7,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
229,19.943,2026-09-16T13:46:11.618661Z,10.8,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.1,CLOSED,-0.693,-0.325,1.2,-0.691,-1.235,2.075,43.6,145.2,-60.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
230,20.008,2026-09-16T13:46:11.683637Z,13.0,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.1,CLOSED,-0.693,-0.328,1.2,-0.693,-1.237,2.074,44.7,146.3,-62.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
231,20.072,2026-09-16T13:46:11.747433Z,15.9,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.691,-0.33,1.2,-0.691,-1.238,2.073,46.5,144.2,-61.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
232,20.132,2026-09-16T13:46:11.806883Z,16.3,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.69,-0.33,1.2,-0.689,-1.238,2.073,46.0,144.6,-62.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
233,20.201,2026-09-16T13:46:11.875818Z,16.1,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.688,-0.334,1.2,-0.688,-1.24,2.072,38.9,145.7,-61.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
234,20.255,2026-09-16T13:46:11.930330Z,16.2,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.685,-0.337,1.2,-0.685,-1.243,2.07,38.2,146.0,-62.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
235,20.32,2026-09-16T13:46:11.994860Z,16.2,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.682,-0.338,1.2,-0.682,-1.244,2.07,36.7,145.5,-62.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
236,20.385,2026-09-16T13:46:12.059982Z,15.9,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.682,-0.336,1.2,-0.68,-1.243,2.07,38.9,145.1,-63.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
237,20.443,2026-09-16T13:46:12.118167Z,16.0,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.681,-0.335,1.2,-0.68,-1.241,2.071,39.1,145.3,-63.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,1,BOX_OPENED,0.88,Deterministic kinematic fallback verification.
238,20.506,2026-09-16T13:46:12.180983Z,15.9,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.681,-0.336,1.2,-0.68,-1.241,2.071,39.0,144.2,-63.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
239,20.575,2026-09-16T13:46:12.250293Z,16.0,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.681,-0.336,1.2,-0.68,-1.241,2.071,39.2,143.3,-62.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
240,20.63,2026-09-16T13:46:12.305331Z,16.2,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.68,-0.337,1.2,-0.68,-1.242,2.071,38.8,143.4,-62.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
241,20.709,2026-09-16T13:46:12.384226Z,12.9,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.68,-0.336,1.2,-0.679,-1.243,2.071,39.2,143.2,-62.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
242,20.768,2026-09-16T13:46:12.443671Z,16.2,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.681,-0.335,1.2,-0.68,-1.242,2.071,39.4,143.3,-62.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
243,20.836,2026-09-16T13:46:12.511226Z,16.4,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.681,-0.334,1.2,-0.681,-1.24,2.072,40.1,143.5,-62.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
244,20.901,2026-09-16T13:46:12.576647Z,16.2,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.682,-0.333,1.2,-0.681,-1.239,2.072,40.6,143.6,-62.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
245,20.958,2026-09-16T13:46:12.633189Z,16.1,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.682,-0.333,1.2,-0.682,-1.239,2.073,40.1,144.1,-62.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
246,21.02,2026-09-16T13:46:12.694858Z,16.0,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.681,-0.335,1.2,-0.681,-1.24,2.072,39.3,144.4,-62.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
247,21.088,2026-09-16T13:46:12.763408Z,16.3,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.679,-0.338,1.2,-0.679,-1.242,2.07,36.9,144.4,-62.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
248,21.14,2026-09-16T13:46:12.815397Z,16.3,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.68,-0.34,1.2,-0.68,-1.244,2.07,34.5,144.3,-63.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
249,21.216,2026-09-16T13:46:12.891281Z,16.2,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.679,-0.343,1.2,-0.681,-1.245,2.069,34.4,144.0,-63.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
250,21.29,2026-09-16T13:46:12.965261Z,12.9,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.678,-0.344,1.2,-0.68,-1.246,2.068,34.7,144.5,-63.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
251,21.342,2026-09-16T13:46:13.017729Z,16.0,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.679,-0.342,1.2,-0.68,-1.245,2.069,35.1,145.1,-63.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
252,21.406,2026-09-16T13:46:13.080877Z,16.4,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.682,-0.342,1.2,-0.683,-1.244,2.07,34.7,144.5,-62.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
253,21.469,2026-09-16T13:46:13.144435Z,16.1,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.68,-0.345,1.2,-0.683,-1.245,2.069,33.0,145.1,-63.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
254,21.531,2026-09-16T13:46:13.206428Z,16.2,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.682,-0.344,1.2,-0.683,-1.247,2.068,34.5,144.6,-63.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
255,21.589,2026-09-16T13:46:13.263935Z,15.9,4,COMPLETE,PICKING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.685,-0.346,1.2,-0.687,-1.246,2.068,30.4,144.8,-63.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
256,21.678,2026-09-16T13:46:13.352978Z,12.8,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.689,-0.348,1.2,-0.691,-1.248,2.067,24.4,143.8,-63.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
257,21.741,2026-09-16T13:46:13.416173Z,16.0,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.696,-0.35,1.2,-0.694,-1.251,2.065,19.3,142.3,-61.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
258,21.81,2026-09-16T13:46:13.485387Z,12.8,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.701,-0.35,1.2,-0.7,-1.252,2.065,17.7,140.1,-60.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
259,21.878,2026-09-16T13:46:13.553762Z,16.3,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.709,-0.359,1.2,-0.705,-1.255,2.063,8.1,139.8,-57.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
260,21.932,2026-09-16T13:46:13.607653Z,16.2,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.728,-0.355,1.2,-0.718,-1.259,2.061,16.6,143.5,-59.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
261,21.994,2026-09-16T13:46:13.669245Z,16.1,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.721,-0.355,1.2,-0.73,-1.254,2.063,27.9,144.1,-61.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
262,22.06,2026-09-16T13:46:13.735710Z,16.1,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.715,-0.356,1.2,-0.718,-1.254,2.063,119.3,147.8,-62.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
263,22.147,2026-09-16T13:46:13.822521Z,16.1,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.701,-0.348,1.2,-0.706,-1.251,2.065,133.5,148.9,-64.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
264,22.245,2026-09-16T13:46:13.920771Z,10.7,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.698,-0.364,1.2,-0.694,-1.252,2.064,88.0,142.8,-59.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
265,22.308,2026-09-16T13:46:13.983280Z,10.6,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.701,-0.359,1.2,-0.695,-1.261,2.059,97.3,140.5,-58.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
266,22.369,2026-09-16T13:46:14.044676Z,16.0,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.669,-0.373,1.2,-0.684,-1.26,2.059,60.9,144.4,-62.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
267,22.431,2026-09-16T13:46:14.106728Z,16.0,4,COMPLETE,HOLDING RED BOX,NONE,Box closed. Experiment successfully completed.,0.0,CLOSED,-0.707,-0.349,1.2,-0.68,-1.258,2.061,84.2,145.0,-61.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOCKED,1,0.5,2,OBJECT_EXTRACTED,0.88,Deterministic kinematic fallback verification.
